기업명,상태,기업소개,증권구분,모집가액,청약금액,발행금액,발행일,업종,청약률,청약자수,중개업자,임직원수,자산총계,부채총계,자본총계,자본금,매출액,영업이익,당기순이익
원디렉션컴퍼니,성공,"(주)One Direction Company는 유통을 잘 아는 전문가이자, 면도기를 매일 사용하는 남성들이 모인 기업입니다. 매일 아침 면도기를 사용하면서 불편했던 점들을 개선하자는 아이디어에서 원디렉션컴퍼니의 첫 번째 브랜드, 블락을 선보이게 되었습니다.",주식,"50,059,000","52,319,000","50,059,000",2019-03-01,기타,105%,33,와디즈파이낸스,4,,,,,,,
번더플로어코리아,성공,번더플로어코리아 주식회사는 브로드웨이 댄스 쇼 번더플로어 2019년 내한공연 투자를 위해 만들어진 특수목적법인입니다.,채권,"100,000,000","87,400,000","87,400,000",2019-02-27,예술·여가,87%,34,오마이컴퍼니,2,,,"5,000","5,000",,,
카메라타크라우드펀딩,종료,"카메라타 프로젝트를 모법인으로 하는 카메라타크라우드펀딩(주)는 고품질의 클래식 반주 음원을 제작, 판매하는 회사입니다.",채권,"30,000,000","2,200,000",0,2019-02-27,예술·여가,7%,3,오마이컴퍼니,2,,,"5,000","5,000",,,
오레스트,성공,"안마의자, LED스텐드, 사무용 의자 제조",주식,"345,000,000","345,000,000","345,000,000",2019-02-27,제조,100%,22,이안프론티어,51,"5,264,671,332","4,549,522,462","715,148,870","500,000,000","2,195,110,285","267,460,588","215,148,870"
두물머리,성공,".알고리즘 기반 투자전략 공급
.로보어드바이저 자산관리 서비스
.핀테크 플랫폼 서비스",주식,"1,499,912,750","1,575,931,300","1,499,912,750",2019-02-27,IT·영상,105%,701,와디즈파이낸스,14,"494,118,111","239,681,012","254,437,099","69,654,500","269,621,931","-497,949,518","-628,947,801"
성박,성공,"(주)성박은 D2C(Direct to Consumer) 기반의 프랜차이즈 생활/패션 잡화 멀티샵, '티케(TYCHE)'를 운영하고, 탄산 식초 음료를 제조 및 유통하는 기업입니다. 또한 멀티샵을 운영하고 있습니다.",주식,"75,000,240","69,698,280","69,698,280",2019-02-22,도소매,93%,73,와디즈파이낸스,13,,,,,,,
지가스,성공,"G Gas Co., Ltd.는 향후 제 2의 조선해양의 혁명이 될 선박용 친환경 분야의 LNG 연료탱크와 화물탱크, 육상 LNG분야의 장비 및 설비를 국내조선소와 건설/플랜트회사에 납품하는 기업입니다",주식,"66,000,000","57,540,000","57,540,000",2019-02-21,전문기술,87%,40,와디즈파이낸스,2,"2,186,367","45,358,654","-43,172,287","10,000,000",,"-53,172,636","-53,172,287"
뮤즈2,성공,뮤즈 2 주식회사는 2019년 5월 진행할 전시 The MUSE : 드가 to 알폰스 무하를 위해 설립된 회사입니다.,채권,"480,000,000","452,200,000","452,200,000",2019-02-20,기타,94%,434,와디즈파이낸스,1,,,,,,,
프프,종료,"트렌디한 스타일의 프라이드 포크 배달 브랜드인 ‘프프’는 2018년에 브랜드 런칭하였으며, 핵심사업인 프랜차이즈(FC) 사업과 더불어 백화점 등 핫플레이스 직영점 운영, 원재료 수입/유통을 통해 급속히 발전하고 있습니다.",주식,"50,000,000","1,900,000",0,2019-02-16,기타,4%,4,와디즈파이낸스,9,,,,,,,
지피페스트,성공,그린플러그드 서울’은 환경캠페인 음악페스티벌로써 2020년 어느덧 11번째 개최를 준비하고 있는 대한민국 대표 페스티벌입니다. 매년 5월 서울에서 개최하고 있으며 음악 장르에 따른 다양한 스테이지 구성이 특징입니다.,채권,"800,000,000","969,300,000","800,000,000",2019-02-12,기타,121%,555,와디즈파이낸스,1,,,,,,,
토리컴즈,종료,유무선 디지털 콘텐츠 업계에서 20년 이상 경력을 보유한 전문가들로 구성된 토리컴즈는 전문화된 제작 시스템과 노하우가 겸비된 독보적인 경쟁력을 자랑하는 기업입니다.,주식,"300,000,000","11,812,000",0,2019-02-13,IT·영상,4%,11,와디즈파이낸스,6,"8,458,311","4,060,350","4,397,961","1,000,000","27,600,000","4,213,395","3,397,961"
쇼셜피르마,성공,"독일인 90%가 사용하는 독일국민티슈 ""TEMPO""의 한국총판기업입니다. 독일에서 만든 독자적인 기술력과 깨끗함이 만나 탄생한 템포티슈는 한국에서도 가치를 인정받아 꾸준히 성장하고 있습니다.",주식,"50,020,000","49,970,800","49,970,800",2019-02-09,도소매,100%,49,와디즈파이낸스,2,,,,,,,
라이또에프앤씨,성공,실속형 프리미엄 pc방 창업은 라이또!!,채권,"150,000,000","157,400,000","150,000,000",2019-02-08,전문기술,105%,143,와디즈파이낸스,19,"3,281,914,515","2,071,496,760","1,210,417,755","450,000,000","14,287,042,233","497,731,071","416,910,073"
리버스랩,성공,"아이들의 안전한 등하원을 위한 통학차량 공유플랫폼 '옐로우버스'
통학차량 운영 대행 서비스를 통한 노선 인프라 확보와
잔여좌석의 공유 서비스를 통한 효율성 향상 제공",주식,"560,944,800","510,143,400","510,143,400",2019-02-02,IT·영상,91%,2,오픈트레이드,9,"77,122,900","264,090,604","-186,967,704","65,755,000","174,229,383","-485,149,911","-419,062,540"
발레앤모델,성공,세계 최고의 발레 학교인 러시아 볼쇼이 발레 교육 프로그램을 기초로 영어교육 학원과 AI를 이용한 발레 프로그램을 개발하고 있는 스타트업입니다.,주식,"299,991,000","300,960,000","299,991,000",2019-02-01,교육,100%,157,와디즈파이낸스,8,"412,570,298","338,310,600","74,259,698","23,915,000",,"-247,712,682","-249,669,537"
날마다자라는아이,종료,세상에 처음 나온 유모차용 공기청정기 에어토리,주식,"200,000,000",0,0,2019-01-31,제조,0%,0,네오스프링,1,,,,,,,
리플레이,종료,다시점 촬영 카메라 전문 제조기업,주식,"5,000,000","3,000,000",0,2019-01-31,제조,60%,3,네오스프링,4,"68,794,040","79,810,270","-11,016,230","10,000,000","112,080,997","82,845,601","12,186,988"
쓰담,성공,"(주)쓰담은 이동식 반려동물 장례서비스 ‘쓰담별’를 제공하는 기업입니다. 올바른 반려동물 장례문화를 선도하기 위해 친환경적이고, 시간과 장소에 제약이 없는 이동식 반려동물 장례서비스를 제공합니다.",주식,"50,022,500","50,022,500","50,022,500",2019-01-31,기타,100%,33,와디즈파이낸스,3,,,,,,,
휴마코스,성공,"휴마코스는 노화를 개선을 통해 과거의 젊고 건강한 피부로의 변화로 행복한 삶을 추구 하는데 도움을 주고자 사물인터넷과 헬스케어 그리고, 천연화장품이 결합된 항노화 디바이스를 개발·제조·생산하는 기업입니다.",주식,"120,000,000","120,000,000","120,000,000",2019-01-31,제조,100%,64,와디즈파이낸스,4,"54,175,469","106,997,677","-52,822,208","40,000,000","9,299,457","-84,757,848","-87,828,326"
무지개연구소,성공,"‘무한창의 지식 개발’ 첫 글자를 따 회사명을 지은 무지개연구소는 
LTE·5G 통신을 활용한 인공지능 드론 플랫폼 개발 전문 벤처기업이다.",주식,"50,000,000","62,500,000","50,000,000",2019-01-31,기타,125%,60,와디즈파이낸스,4,,,,,,,
케이스타원더케이,성공,"2019년 대만에서 공연하게될 옴니버스 공연입니다. 이미 2018년 4월에 SM엔터테인먼트 소속 소녀시대 멤버인 태연을 출연자로 하는 공연은 2회 연속 매진이 되었으며, 저희 회사는 이와 유사한 출연자 구성의 2019 KPOP 옴니버스 공연 사업을 진행하고자 합니다. ",채권,"700,000,000","990,750,000","700,000,000",2019-01-28,예술·여가,142%,774,와디즈파이낸스,5,,,,,,,
진산비버리지,성공,"㈜진산비버리지는 제주도에 위치한 팩음료 전문 기업입니다. 농가 직거래를 통한 100% 제주산 농산물과 세계적인 원료 기업으로부터 직접 수입한 고품질의 원료를 혼합하여 다양한 PB, NB, OEM, ODM, 제품을 제조하며, 합성 첨가물을 넣지 않고 나와 내 가족이 믿고 마실 수 있는 건강한 음료만을 개발합니다.",주식,"78,000,312","66,198,378","66,198,378",2019-01-29,제조,85%,32,와디즈파이낸스,20,"5,293,398,174","5,334,239,866","-40,841,692","500,000,000","6,729,945","-581,602,772","-477,612,278"
오존에이드,종료,"플라즈마를 이용하여 신선농산물의 생산, 수확 후 관리, 저장, 유통 단계에서 신선도를 유지하고 부패율을 저감하는 농산물 신선유지 시스템 제조 서비스",주식,"100,700,000",0,0,2019-01-24,제조,0%,0,코리아에셋투자증권,6,"236,967,454","127,841,082","109,126,372","153,750,000","270,948,692","-1,575,279","8,223,434"
카본디자인,종료,"디자인의 본성, 본성을 다하는 디자인",주식,"90,000,000",0,0,2019-01-24,제조,0%,0,네오스프링,6,"326,705,072","263,295,365","63,409,707","50,000,000","502,325,079","-29,204,781","-13,277,777"
핸드픽트컬렉션즈,성공,호텔을 중심으로 하는 공간 개발/운영 업,주식,"100,040,000","100,450,000","100,040,000",2019-01-23,기타,100%,50,와디즈파이낸스,40,,,,,,,
에이엠솔루션,성공,㈜에이엠솔루션은 열가소성 엘라스토머(TPE: Thermoplastic Elastomer)라고 하는 고기능성 고분자(Specialty Polymer) 소재 기술에 기반한 R&BD를 목표로 제품 포트폴리오 다양화 및 해외 수출을 통해서 매출을 확대하고 있다.,주식,"100,500,000","96,399,600","96,399,600",2019-01-22,제조,96%,36,IBK투자증권,3,,,,,,,
퍼플독,성공,당사는 국내 최초로 와인정기구독서비스를 시행하고 있는 회사입니다.,주식,"89,960,000","73,385,000","73,385,000",2019-01-19,전문기술,82%,58,와디즈파이낸스,6,"1,327,831,396","1,325,988,071","1,843,325","100,000,000","308,942,268","7,583,891","-28,184,241"
몬스타,종료,"국내의 낙후된 PC, 게이밍기어, 무선 이어폰 등 라이프스타일을 리뉴얼 하기 위해 제품에 감성을 디자인합니다. 자체 기술력을 바탕으로 수냉PC와 게이밍기어에 새 바람을 몰고온 몬스타 주식회사가 블루투스 이어폰 시장에 새롭게 도전합니다.",주식,"100,002,000","6,780,000",0,2019-01-19,제조,7%,7,와디즈파이낸스,7,"993,439,454","605,504,602","387,934,852","300,000,000","2,241,590,625","106,553,947","94,649,858"
레인보우8,종료,"(주)레인보우8은 온라인 및 모바일 타겟팅 광고 플랫폼 서비스회사로서 모바일 검색기반 앱타겟팅 및 리타겟팅 광고, 애드익스체인지, 모바일 동영상광고 서비스를 진행하고 있습니다.",주식,"50,087,952","439,368",0,2019-01-18,전문기술,1%,1,와디즈파이낸스,17,"778,394,875","1,790,534,586","-1,012,139,711","170,700,000","940,826,755","-974,014,897","-978,327,868"
에코그린카케어,종료,에코그린카케어는 친환경 워터리스 출장 세차 서비스입니다. 유명 해외 수입 제품으로 세차를 시공하여 효과가 확실하고 일반 손세차 대비 더 많은 서비스를 제공합니다. 차량 수리 등 차량 관리에 필요한 서비스를 제공하고 있습니다.,주식,"99,995,000","1,050,000",0,2019-01-17,기타,1%,1,와디즈파이낸스,3,"46,660,302","4,845,220","41,815,082","100,000,000","856,821","56,741,630","56,843,678"
엘팩토리,종료,㈜엘팩토리는 스마트액자 블루캔버스를 주력상품으로 디스플레이 및 소프트웨어 개발 및 판매하고 있는 기업입니다. 블루캔버스를 주력 상품으로 국내 뿐만 아니라 아마존을 통한 해외 진출을 모색하고 있습니다. ,주식,"50,006,000","990,000",0,2019-01-15,도소매,2%,3,와디즈파이낸스,4,,,,,,,
에어리코리아,종료,스마트 벤딩머신을 이용한 커피에반하다24 무인카페 운영,주식,"299,880,000",0,0,2019-01-12,도소매,0%,0,코리아에셋투자증권,13,"804,248,060","827,148,509","-22,900,449","100,000,000","81,060,908","-122,950,147","-122,900,449"
수트라인,종료,"온오프라인으로 남여성 수트, 셔츠 등을 주문, 제작하는 플랫폼임. 고객이 온라인(웹, 모바일)으로 직접 자기만의 스타일, 디자인을 선택하고, 사이즈를 입력하면 그대로 제작, 배송함. 오프라인 매장은 터치스크린으로 온라인 같이 직접 체험해볼 수 있고, 사이즈 측정은 스타일리스트가 도와주는 방식임.",주식,"100,000,000","20,000,000",0,2019-01-12,기타,20%,2,오픈트레이드,5,,,,,,,
펀디안,성공,"성능과 사용성을 혁신하는 디지털 디바이스 제조기업. 무선 입력장치, 무선 스피커, 충전기 및 모바일 액세서리 제조 및 유통.",주식,"200,033,100","197,635,500","197,635,500",2019-01-11,제조,99%,159,와디즈파이낸스,3,"492,413,360","373,806,630","118,606,730","111,366,000","469,441,462","-66,984,542","-65,082,359"
에어텍,종료,"AIRTEC은 공기 청정기 제조업체입니다. 필터의 핵심인 E-nano Film Filter의 경우 전세계 특허 PCT출원을 하였고, 디즈니&마블과의 계약을 통해 디자인에 집중을 하여 캐릭터 공기청정기라는 마케팅을 진행하고 있습니다",주식,"150,000,000","2,000,000",0,2019-01-11,제조,1%,1,와디즈파이낸스,8,"1,196,764,406","827,901,580","368,862,826","100,000,000","2,407,592,050","138,645,264","105,010,359"
모두와모바일,종료,"생활편의, 자기계발, 연예/패션, 청소년, 콘텐츠, 재테크 및 핀테크 등의 서비스를 제공하는 스타트업 기업과 협업 네트워크를 구축하고, 스타트업 기업이 제공하는 서비스를 구입하여 가입자 및 주주에게 제공함으로 스타트업과 상생하는 이동통신사",주식,"700,000,000","21,310,000",0,2019-01-11,IT·영상,3%,106,오픈트레이드,4,,,,,,,
유니버샬팜스밀,성공,"식용곤충 사육
⑴이의 기능성메주(동물성 단백질을 이용한 메주제조) 이에따른 장류(간장.된장.고추장)
⑵식물성 단백질을 이용한 메주(대두) 이의 장류(간장.고추장.된장) 및 소스류",주식,"30,030,000","24,700,000","24,700,000",2019-01-11,제조,82%,5,오픈트레이드,4,"258,824,685","79,036,556","179,788,129","100,000,000","235,790,994","99,453,641","79,781,841"
케이원에스코,종료,"케이원에스코㈜는 냉동공조 시공경험을 바탕으로 냉동고 제어시스템에 IoT를 접목하여, 스마트 원격제어 시스템을 지속적으로 개발하고 있습니다. 이외에도 공공조달 분야에 지열히트펌프시스템 설계 시공, 자동차용 연료절감장치 베트남 진출을 진행하고 있습니다.",주식,"100,220,500","567,500",0,2019-01-11,제조,1%,1,와디즈파이낸스,6,"733,425,982","549,287,488","733,425,982","50,000,000","699,197,634","146,455,954","160,025,342"
바이오옵틱스,종료,미래를 향? 끊임없는 기술 개발로 첨단 의료기기 산업의 선두주자가 되겠습니다.,주식,"55,000,000","1,100,000",0,2019-01-05,제조,2%,1,네오스프링,7,"334,575,865","237,379,333","97,196,532","20,000,000","346,761,596","47,811,211","43,987,389"
구름,성공,"IT기술을 사용하는 사업 전 분야에 유연하게 적용 가능한 서비스인 구름에듀, 구름뎁스, 구름IDE 등의 서비스를 전세계를 대상으로 제공 하고 있다.",주식,"279,975,840","249,999,840","249,999,840",2019-01-05,기타,89%,1,오픈트레이드,17,"639,703,717","124,038,009","515,665,708","66,670,000","980,004,251","92,409,035","231,290,768"
소닉더치코리아,종료,"세계최초로 특허 받은 음파진동과 음악(소닉 사운드 웨이브)을 이용해 5분만에 콜드브루 커피를 추출하는 커피머신, 소닉더치를 제조/유통하는 (주)소닉더치코리아입니다. 세계최초로 스피커의 음파장을 자기회로에 연결하는 방식으로 5분만에 콜드브루 커피 추출을 가능케하는 소닉 사운드 웨이브 기술로 콜드브루의 새로운 역사를 써나가고 있습니다. ",주식,"50,005,000","14,522,000",0,2019-01-05,제조,29%,10,와디즈파이낸스,3,"541,659,876","339,800,630","201,859,246","204,000,000","24,909,093","80,199,828","18,140,754"
지피트리,성공,"교육 혁신을 만드는 에듀테크 기업
지피트리는 온오프라인 연계를 통해 교육서비스를 혁신하고자 하는 에듀테크 벤처기업입니다. 이를 위해 창의적 사고력 코딩교육 브랜드 (잡스코딩)를 기반으로 콘텐츠 제작 및 공급 분야의 혁신을 이끌었으며, 잡스코딩 미래교육센터 직영 브랜드 “띄움”을 런칭하여 미래 인재를 위한 창의사고력 교육 시장을 열고 있습니다.",주식,"100,000,000","100,000,000","100,000,000",2019-01-08,IT·영상,100%,16,펀딩포유,21,"4,852,567,484","2,819,351,922","2,033,215,562","1,111,000,000","3,832,021,337","-528,436,491","-401,042,528"
지오아이티,종료,지오아이티는 스포츠 시뮬레이터 및 콘텐츠 개발을 중심으로 한 기술개발회사로 10년이상의 업력으로 확보한 기술과 노하우 바탕으로 스마트 콘텐츠 융합의 IOT 헬스 시스템을 만들고 있는 회사입니다.,주식,"100,205,000","1,029,000",0,2019-01-05,기타,1%,3,와디즈파이낸스,13,"1,522,305,389","1,362,643,384","159,662,005","390,000,000","1,507,037,832","43,041,371","10,885,473"
비앤비코퍼레이션,종료,"(주)비앤비코퍼레이션은 2014년 컴퓨터 제조업으로 사업을 시작하였습니다. 현재 GPU 및 연구용 컴퓨터를 국내 대학 및 연구기관에 공급하고 있으며,  특수목적용컴퓨터를 제작하여 SI,FA, CCTV, CATV 등 다양한 산업군에 컴퓨터를 제작하여 공급하고 있습니다.",주식,"60,000,850","5,869,500",0,2019-01-03,제조,10%,8,와디즈파이낸스,8,"714,667,543","478,863,312","235,804,231","70,000,000","1,359,527,515","85,982,431","76,088,934"
아이스크림티브이,종료,"아이스크림TV는 인터넷 라이브방송을 통한 판매자와 소비자와 실시간 커뮤니케이션 공간입니다. 소비자는 판매자의 인터넷 방송을 보면서 가격, 구매방법 등을 실시간으로 협상하여 원하는 제품을 합리적인 가격에 구입할 수 있으며, 판매자는 인터넷방송을 통해 제품을 판매하면서 홍보할 수 있습니다. 아이스크림TV는 일방적인 제품정보와 판매옵션을 제공하는 온라인 쇼핑몰 판매방식에서 벗어난 소비자 중심의 인터렉티브 쇼핑 콘텐츠를 제공합니다.",주식,"99,896,274","1,484,658",0,2019-01-03,도소매,1%,5,와디즈파이낸스,10,"91,246,032","23,005,122","68,240,910","100,000,000",,"-31,719,128","-31,759,090"
휴네피아,종료,건물일체형 태양광 풍력발전 시스템 특허로 에너지자급자족 주택과 재배시설 솔루션 공급사업과 아쿠아포닉스 농법을 기반으로 한 첨단 스마트팜 시스템을 통하여 일년 내내 외부환경변화에 영향을 받지않고 균일한 농작물 생산을 할 수 있는 수익형 농장및 주택을 개발하는 회사입니다.,주식,"99,999,000","900,000",0,2019-01-03,제조,1%,1,코리아에셋투자증권,8,"4,481,019","12,817,050","-8,336,031","1,000,000","45,457","-9,336,394","-9,336,031"
마마에프앤비,종료,"(주)마마에프앤비는 한국의 건강한 먹거리 문화를 선도하고, 가장 한국적인 맛으로 한식을 세계에 알리겠다는 목표로 탄생된 기업으로, '마마된장’ 외식 프랜차이즈 사업을 전문적으로 경영하고 직영 및 가맹점에 공급될 모든 재래 된장 및 고추장 유통을 책임지고 있습니다.",주식,"100,100,000","33,600,000",0,2019-01-03,도소매,34%,22,와디즈파이낸스,8,"298,375,101","366,566,671","-68,191,570","10,000,000","37,139,777","-78,126,988","-78,191,570"
취천루,종료,"일제강점기인 1940년, 서울 중구 명동에서 대한민국 최초 중식 만두, 취천루의 역사가 시작되었습니다. 2017년 수요미식회 ‘중식만두’ 편에 선정되어 그 맛을 인정받은 취천루의 검증된 맛과 역사를 바탕으로 만두 및 중화요리를 소비자에게 제공하고 있습니다.",주식,"100,149,500","7,797,900",0,2019-01-03,기타,8%,10,와디즈파이낸스,8,,,,,,,
성보,성공,"성보는 1980년 창업이후, 국내 300개 기업, 해외 36개국에 판매하고 있는 무기화합물 분야의 국내.외적으로 최고 기업으로 인정 받고 있는 기업입니다. 연구 끝에 수산화마그네슘을 주원료로 하는 완전 불연재 원료를 세계 최초로 개발하였습니다.",주식,"200,000,000","166,850,000","166,850,000",2019-01-03,제조,83%,114,와디즈파이낸스,20,"10,601,366,474","5,986,159,636","4,615,206,838","1,500,000,000","7,050,199,008","381,134,069","144,089,118"
이블루,성공,Perp는 국내에서 유일하게 전문의약품 및 일반의약품의 재고 관리기능을 제공하는 데이터 기반의 의약품 통합관리 솔루션입니다. 번거롭고 복잡하던 기존업무들을 자동화 프로세스로 전환하여 편리하고 스마트한 경영 및 관리를 실현합니다.,주식,"50,000,000","67,000,000","50,000,000",2019-01-03,IT·영상,134%,63,와디즈파이낸스,7,"235,221,139","130,517,575","104,703,564","100,000,000","530,249,560","9,861,648","8,894,763"
엠티아이지,종료,타이타늄 분말 사출 성형 부품 제조 판매 3차원 형상의 티타늄 부품을 프라스틱 사출 공법과 같이 제조,채권,"300,000,000",0,0,2018-12-31,제조,0%,0,IBK투자증권,11,"7,080,419,409","3,644,516,344","3,435,903,065","2,860,545,000","2,006,102,535","245,115,931","84,912,446"
헤라몬드,성공,헤라몬드는 최고가 되기위한 확고한 의지를 바탕으로 끊임없이 노력하는 국내 주얼리 산업의 선두기업 입니다.,채권,"300,000,000","300,000,000","300,000,000",2018-12-27,제조,100%,44,IBK투자증권,40,"4,373,778,548","2,859,600,553","1,514,177,995","970,000,000","5,661,490,650","402,948,569","370,558,515"
삼국지크라우드펀딩,종료,삼국지전을 팝아트 형태로 재석하여 컨버전스아트전을 개최합니다.,채권,"120,000,000","53,400,000",0,2018-12-27,제조,45%,78,와디즈파이낸스,2,,,,,,,
스포츠본,종료,스포츠본은 스포츠를 올바르게 배우고 싶은 사람들과 제대로 알려주고 싶은 사람들을 온ㆍ오프라인으로 매칭하여 연결해주는 서비스를 운영 중입니다. ,주식,"50,000,000","11,200,000",0,2019-01-03,예술·여가,22%,4,오픈트레이드,6,"4,995,805",,"4,995,805","5,000,000",,"-4,400","-4,195"
어게인,성공,뮤지컬 독립영화 <어게인> 제작,채권,"30,000,000","25,150,000","25,150,000",2018-12-24,IT·영상,84%,29,와디즈파이낸스,2,,,,,,,
극단민들레,성공,주식회사 극단민들레는 1996년 창단하여 줄 곳‘전통’을 바탕으로 동시대와 소통하는 실험적이고 독창적인 작품을 만드는 기업입니다. ,채권,"40,000,000","33,000,000","33,000,000",2018-12-19,예술·여가,83%,18,오마이컴퍼니,13,"28,186,751","434,534,446","-406,347,695","20,000,000","227,246,710","-86,190,200","-89,338,846"
리디쉬,성공,"전세계 최초로 디지털 다회용기를 개발하고, 그 용기에 사물인터넷을 적용함으로써, 실시간으로  광고가 이루어지도록 구성한 발명품의 제조 및 상품화",주식,"100,000,000","85,250,000","85,000,000",2019-01-03,기타,85%,25,오픈트레이드,5,,,,,,,
삼정하누,성공,프리미엄 한우를 판매하는 식당서비스업 입니다.,주식,"249,850,000","246,050,000","246,050,000",2018-12-15,기타,98%,114,와디즈파이낸스,3,,,,,,,
모스터일렉,성공,저희는 광센서 부품 및 전자 제품 제어 모듈 주요 사업 아이템으로 하고 있습니다.아이디어형전자제품을 직접 개발하여 상품화를 진행하고 있습니다. ,주식,"38,000,000","32,800,000","32,800,000",2018-12-15,제조,86%,16,와디즈파이낸스,4,,,,,,,
에코웰,성공,에코웰은 기업 또는 단체에서 이런 선택적 사외복지 제도를 도입하실 수있도록설계부터 구축 관리까지 맞춤 제공하는 기업복지의 새로운 솔루션입니다. (주)에코웰은 중소기업의 예산과 규모에 따라 맞춤형 복지 서비스를 제공합니다.,주식,"52,000,000","43,355,000","43,355,000",2018-12-15,IT·영상,83%,18,와디즈파이낸스,17,,,,,,,
호텔드코드,종료,"㈜호텔드코드는 스토리를 기반으로 한 추리형 게임 콘텐츠인 방탈출 콘텐츠를 제작하고 운영하는 기업입니다. 현재 홍대에 매장이 있으며, 앞으로 매장 및 콘텐츠를 점차 늘려나가 다양한 콘텐츠를 제공해 나갈 예정입니다.",주식,"50,000,000","8,000,000",0,2018-12-14,예술·여가,16%,6,와디즈파이낸스,4,"117,336,179","146,993,918","-29,657,739","50,000,000","342,189,579","-1,068,463","-2,733,761"
엠파이어즈,종료,"㈜엠파이어즈의 이지니스는 카페, 레저, 공방 등 도심지 속 골목 골목에 위치한 다양한 비 프랜차이즈 소상공인이라는 특수한 공급자와 20~30대 밀레니얼 세대를 모바일로 매칭하여 검색부터 구매까지 지원하는 원스톱 모바일 어플리케이션입니다.",주식,"30,000,000",0,0,2018-12-13,도소매,0%,0,오픈트레이드,4,,,,,,,
루넷,성공,"호텔.리조트 대상의 예약, 숙박운영시스템 플랫 폼 서비스. 고객을 위한 예약, 투숙, 하우스키핑, 정산, 퇴실에 이르는 숙박의 흐름에 따른 업무 기능을 클라우드 ERP형태로 제공함. 기타 호텔운영을 위한 CMS, 객실관리, 도어락, 키오스크 등의 시스템 연동을 통해 통합운영환경을 제공함.",주식,"50,000,000","45,000,000","45,000,000",2018-12-13,IT·영상,90%,16,코리아에셋투자증권,12,"1,110,085,139","523,017,867","587,067,272","200,000,000","1,295,613,818","58,536,831","50,871,477"
케이아이오티,성공,"인공지능 기술을 통해 영상분석 및 객체인식을 활용 스마트시티의 통행량 수집사업을 수행해 왔으며, 대구, 서울시 등에 서비스를 제공중에 있음.  추가적으로 영상분석을 이용하여 스마트팩토리의 용접공정과 비파괴 검사장비개발을 통해 사업의 안정적인 성장을 추진하고 있음. ",주식,"100,016,000","82,156,000","82,156,000",2018-12-13,IT·영상,82%,26,와디즈파이낸스,5,"245,283,343","135,078,045","110,205,298","100,000,000","405,197,895","16,492,950","13,788,359"
누비아일랜드,종료,㈜누비아일랜드는 높은 퀄리티의 3D 모바일 게임 소프트웨어를 개발 및 공급하는 업체입니다. ,주식,"100,016,000","56,380,800",0,2018-12-13,IT·영상,56%,47,와디즈파이낸스,8,"3,264,144,654","961,191,888","2,302,952,766","445,313,000","300,000,000","-77,492,726","-51,639,344"
에스앤지코리아,종료,"㈜S&G KOREA는 독창적인 기술력과 아이디어로 “첨단 재난·안전 제품과 시스템을 공급하여 국민 모두가 안전을 보장 받을 수 있도록 “가치 있는 당신을 위해(Valuable for you.)” 라는 슬로건으로 안전한 사회 형성 과 신뢰, 고용창출 등 더 나아가 사회적 기업으로서의 역량 과 글로벌 기업으로서의 성장(Value)을 목표로 하고 있습니다.",주식,"30,015,000","29,000",0,2018-12-13,제조,0%,1,오픈트레이드,3,"322,518,593","122,352,864","200,165,729","21,000,000","61,456,177","2,430,369","1,156,729"
팬택마티아스,종료,"“PANTECH MATiAS”는 PANTECH의 주력 사업인 IoT분야 사업의 연속성을 이어가기 위해 PANTECH 구성원들이 주축이 되어
’18년 3월 설립된 회사임. 구성원 대부분이  15년 이상의 정보통신, 무선 분야 전문가들로 구성되어 있으며, 사업분야는 무선통신부문, IoT부문, Application 부문으로 구성되어 있음. ",주식,"30,000,000","18,500,000",0,2018-12-13,제조,62%,5,와디즈파이낸스,8,,,,,,,
천양피앤비,종료,"천양P&B㈜는 공예용한지 및 서화용지, 벽지, 인쇄용 한지 등을 제조하고 있습니다. 또한 미래경쟁력 확보를 위해 한지원재료에서 추출한 물질을 바탕으로 바이오분야로 괄목할만한 사업성과를 이룩하고 있습니다. ",주식,"30,000,000","15,625,000",0,2018-12-13,제조,52%,6,와디즈파이낸스,5,"4,155,734,650","2,290,236,732","1,865,497,918","320,000,000","2,427,044,174","105,444,980","56,086,040"
제이에스이엔디,성공,"당사는 신재생에너지발전프로젝트 관련하여 사업개발, 자문, 출자, 운영 및 재원조달 등 Total Solution을 제공하고 있습니다.",주식,"300,000,000","331,500,000","300,000,000",2018-12-13,기타,111%,55,IBK투자증권,6,"5,748,062","22,417,810","-16,669,748","20,000,000",,"-36,484,757","-36,669,748"
퓨처사이버,성공,"1)공룡프라모델, 디오라마 모형 제조 및 판매ㅔ
2)썬더맨 로봇 제조 및 판매
3)GSHOBBY 공구,도로,문구,기타 모형툴 제조  판매
4)반다이 건담 및 애니 프라모델  판매
5)핫토이,마블 캐릭터 피규어 상품 판매
6)기타모형 판매
7)기타 모형용 툴 판매",주식,"50,000,000","41,500,000","41,500,000",2018-12-13,도소매,83%,23,오픈트레이드,19,"4,250,407,936","1,979,347,566","2,271,060,370","990,000,000","4,918,399,817","-305,083,799","-315,197,020"
