기업명,상태,기업소개,증권구분,모집가액,청약금액,발행금액,발행일,업종,청약률,청약자수,중개업자,임직원수,자산총계,부채총계,자본총계,자본금,매출액,영업이익,당기순이익
씨익,종료,곡물을 주 원료로 한 식품용기를 제조함. ,주식,"20,100,000",0,0,2017-05-25,제조,0%,0,코리아에셋투자증권,4,"5,520,644,009","4,348,698,025","1,171,945,984","800,000,000","705,600,000","414,429,544","386,828,874"
코인,성공,프로그램개발 ? 공급 전자상거래 홈페이지 엡개발 마케팅기획 ? 전략구축,주식,"140,000,000","117,000,000","117,000,000",2017-05-24,IT·영상,84%,40,오픈트레이드,6,"175,980,575","191,564,512","-15,583,937","100,000,000","10,000,000","-99,057,250","-98,368,550"
티에스티시스포츠,성공,"스포츠 교육 컨텐츠 개발 및 보급사업.
스포츠 관련 교구개발 사업
스포츠 컨텐츠 기획 및 행사 관련 사업",주식,"50,000,000","49,000,000","49,000,000",2017-05-25,기타,98%,13,인크,5,,,,,,,
리플포유,성공,"블록체인 기술 기반으로 발행된 디지털화폐를 회원 간에 거래하는 시스템을 운영하며, 이를 바탕으로 해외송금, 지급결제 서비스를 제공하는 핀테크 기업",주식,"252,000,000","253,383,600","252,000,000",2017-05-22,도소매,101%,82,IBK투자증권,6,"232,716,961","106,096,393","126,620,568","500,000,000","85,455,405","-269,328,257","-256,648,052"
영화석조저택살인사건크라우드펀딩,종료,소설 <이와 손톱>을 영화화한 <석조저택살인사건>,채권,"200,000,000","32,500,000",0,2017-05-19,IT·영상,16%,84,와디즈파이낸스,2,,,,,,,
에스컴텍,종료,복합소재 기반으로 요트 및 보트를 제조함,채권,"160,000,000","25,700,000",0,2017-05-19,제조,16%,17,오픈트레이드,13,"947,158,265","544,370,827","402,787,438","150,000,000","2,483,921,635","221,029,224","202,430,904"
업드림코리아,성공,"1. D’LUV(딜럽)
지구촌 교육 불평등 해소 및 자립을 위해 지속가능한 양질의 교육체제를 조성하고 안전한 주거·교육환경을 지원하는 아이들 손 끝에서 시작하는 디자이너 소셜브랜드",주식,"150,000,000","139,050,000","135,870,000",2017-05-19,제조,93%,236,와디즈파이낸스,10,,,,,,,
라온닉스,성공,투명전도성물질 NANO21을 이용하여 각 산업영역에서 효율증대와 새로운 기능을 부여할수 있는 제품을 개발하여 제공하는 비즈니스,채권,"100,000,000","123,200,000","100,000,000",2017-05-18,제조,123%,111,와디즈파이낸스,5,"503,370,774","216,143,928","287,226,846","500,000,000","60,370,000","-220,076,922","-104,940,145"
카플랫폼,종료,자동차 애프터마켓 관련 플랫폼 서비스 제공,주식,"51,600,000","5,504,000",0,2017-05-18,IT·영상,11%,6,와디즈파이낸스,7,,,,,,,
에코플러스,종료,"해삼인공어초의 개발생산, 마케팅, 판매 및 해삼양식장 조성운영",주식,"300,000,000","11,700,000",0,2017-05-16,제조,4%,8,와디즈파이낸스,2,,,,,,,
오쎄인,성공,"생체재료공학을 이용한 인공뼈, IT 기술 융합 의료장비 등의 관련 연구개발 및 제조업을 하는 기업",주식,"99,999,900","139,181,900","99,999,900",2017-05-16,제조,139%,106,와디즈파이낸스,7,,,,,,,
아띠라이더스클럽,종료,아띠인력거는 지역 관광 컨텐츠 개발하고 “인력거”라 부르는 세발 자전거나 도보로 지역과 방문객을 연결해주는 서비스를 합니다 ,주식,"80,000,000","27,000,000",0,2017-05-17,기타,34%,11,크라우디,8,"174,082,163","200,914,237","-26,832,074","61,205,000","90,991,527","-90,313,432","-82,796,140"
열정도유통,성공,수산물 유통을 통한 F&B 진출,주식,"150,000,000","151,380,000","150,000,000",2017-05-16,도소매,101%,144,와디즈파이낸스,3,,,,,,,
린노,성공,"스마트 led라인조명 부분 국내점유율 1위 업체로
지속적인 기술개발로 국내는 물론 해외에서도 관심을 갖는 업체로 발전중입니다.",주식,"200,000,000","202,080,000","200,000,000",2017-05-18,제조,101%,50,크라우디,23,"7,202,144,063","3,710,246,112","3,491,897,951","597,150,000","4,003,648,807","108,212,635","104,498,169"
삼십구도씨,종료,"삼십구도씨가 개발한 릴레이는 여러 대의 스마트 폰을 WiFi 기반의 무선 기술을 활용 해 기기간 직접 연결하여 멀티 카메라 라이브 스트리밍을 할 수 있도록 한 것이 특징으로, 누구든지 손가락 터치 몇 번만으로 손쉽게 다양한 앵글을 연출할 수 있다는 점이 최대의 장점입니다.",주식,"100,000,000","2,500,000",0,2017-05-13,IT·영상,3%,4,크라우디,3,"11,864,587","28,554,373","-16,689,786","11,000,000","5,018,637","-57,183,195","-27,689,786"
차병원소프트,종료,모바일 자동차개인비서  차병원” O2O서비스를 운영하는 회사,주식,"60,000,000","60,000",0,2017-05-11,IT·영상,0%,1,와디즈파이낸스,4,,,,,,,
에이피씨테크,성공,"㈜에이피씨테크는 축광성 광촉매 신소재 기술을 활용하여 박테리아, 바이러스, 휘발성 유기화합물 (VOC)등을 인체에 무해하게 분해하는 친환경적 공기청정살균기를 개발하였으며, 축광성 광촉매 개발 및 실제 상용화에 성공한 세계 유일의 기업입니다.",주식,"300,000,000","300,000,000","300,000,000",2017-05-11,제조,100%,85,코리아에셋투자증권,11,"2,460,847,683","1,818,335,450","642,512,233","750,000,000","2,406,375,954","67,187,951","20,958,195"
캣츠크라우드펀딩,성공,뮤지컬 '캣츠’의 제작비 일부를 크라우드 펀딩을 통해 모집하여 투자하는 주식회사 입니다.,채권,"500,000,000","530,300,000","500,000,000",2017-05-04,예술·여가,106%,519,와디즈파이낸스,1,,,,,,,
스톰픽쳐스코리아,종료,1.임창정 최다니엘 주연 <치외법권> 제작  2.강예원 한채아 주연 <비정규직특수요원> 제작   3. 부산국제영화제 개막작 <춘몽> 투자 및 배급 5편의 한국영화 배급   4.외화 <나이트크롤러><다크플레이스>등 10편의 외화 배급,채권,"100,000,000","12,200,000",0,2017-05-04,IT·영상,12%,23,와디즈파이낸스,4,"2,925,257,607","3,006,323,531","-81,065,924","40,000,000","2,128,842,635","-35,109,351","106,650,737"
피의연대기크라우드펀딩,성공,"동시대를 살아가는 사람들에게 의미와 재미를 동시에 줄 수 있는 다큐멘터리를 만들고 있습니다. 또한, 함께 영화를 만드는 사람들의 작업과 일상이 지속가능한 환경을 만들기 위해 고민합니다. ",채권,"50,000,000","49,250,000","49,250,000",2017-04-28,IT·영상,99%,170,와디즈파이낸스,2,,,,,,,
영화7호실크라우드펀딩,성공,영화 ‘7호실’의 마케팅비 일부를 크라우드 펀딩을 통해 모집하여 투자하는 주식회사 입니다.,채권,"200,000,000","235,400,000","200,000,000",2017-04-27,IT·영상,118%,616,와디즈파이낸스,1,,,,,,,
비즈텍코리아,성공,"비즈텍코리아(주)는 다양한 기술과 경험으로 검사부터 자동화 기술까지 Solution을 제공합니다. 검사/계측/FA사업, 소재개발 및 3D프린터 사업",주식,"200,000,000","203,750,000","200,000,000",2017-04-27,제조,102%,64,키움증권,15,"3,492,673,714","1,295,840,596","2,196,833,118","1,386,375,000","2,099,842,908","195,385,966","375,768,455"
데일리비어,성공,모든사람이 손쉽게 맛있는 수제맥주를 맛볼 수 있도록 하는 사업입니다.,채권,"100,000,000","150,000,000","100,000,000",2017-04-20,제조,150%,156,와디즈파이낸스,14,"49,006,799","48,539,133","467,666","41,538,566","685,849,651","51,088,067","51,088,067"
어드밴스드바이오텍,성공,생체모방기술 (Biomimetics Technology)을 활용하여 자연에서 볼 수 있는 생물체의 특성들에 기반한 바이오 소재를 개발하고 이를 의료 및 헬스케어용 소재로 활용,주식,"150,000,000","162,100,000","150,000,000",2017-04-20,제조,108%,45,IBK투자증권,2,"264,877,745","547,073,619","-282,195,874","250,000,000","148,392,314","-496,964,179","-270,486,083"
톡프루트,종료,"㈜톡프루트는 특허기술개발을 통해 창업한 벤처기업으로서 생력화형 농자재를 생산보급하며, 근심없는 농업, 행복한 농업을 추구하는 기업임.",주식,"20,054,000","296,000",0,2017-04-20,제조,1%,1,IBK투자증권,5,"675,845,512","466,113,637","209,731,875","300,000,000","135,513,803","-94,043,727","-90,268,125"
디앤티,성공,"주식회사 디앤티는 프리미엄 생활건강가전 전문기업으로 전해수(살균·소독·탈취 물질) 제조에 관한 특허기술을 바탕으로 '휴랩 세균 잡는 물걸레청소기’를 2017년 개발하여 사업화하였으며 후속모델로 배터리 탈착식 무선형 물걸레청소기‘휴랩 올클리어’를 2019년 개발, 제조하고 있다.",주식,"100,000,000","101,000,000","100,000,000",2017-04-20,제조,101%,34,IBK투자증권,2,"353,383,195","231,686,078","121,697,117","100,000,000","318,805,996","23,597,536","16,575,219"
헬로월드,성공,"온라인 주문 접수 와 배달대행을 한번에
""포스피드""",주식,"20,012,400","20,012,400","20,012,400",2017-04-19,IT·영상,100%,3,펀딩포유,31,"880,887,783","512,971,936","367,915,847","369,050,000","236,751,835","-1,402,739,467","-1,847,039,711"
플러스이십일,종료,"㈜플러스이십일은 소프트웨어 전문개발사로서 현재 반려동물양육전용 스마트스케쥴러(APP), 펫츄(PETCHU)를 개발(예정)하고 있습니다. 펫츄는 반려동물에 대한 맞춤형 전문양육정보를 생애주기별 세부종별로 큐레이션해주는 스마트스케쥴러이자 맞춤형 모바일 광고 플랫폼입니다.",주식,"102,256,700",0,0,2017-04-18,IT·영상,0%,0,유진투자증권,6,"324,204,112","195,856,234","128,347,878","100,000,000","155,675,370","148,493,358","11,254,447"
쓰리디코리아,성공,"1. 소재생산: FDM 3D프린터용 필라멘트, 3D펜 전용필라멘트           2. 3D프린터 제조: 컬러3D프린터, 특수3D프린터                         3. 소형압출기 제작                                                               4. 기술지원: 3D프린팅에 관련된 부속 및 기술 제공   ",주식,"100,000,000","94,500,000","94,500,000",2017-04-13,제조,95%,27,코리아에셋투자증권,7,"882,572,670","783,900,610","98,672,060","210,000,000","27,537,100","-103,010,088","-104,452,423"
씽크튜브코리아,종료,"국내 최초로 하드웨어기반의 신용카드 결제기 보안 
시스템 구축, 서비스를 하고 있으며, 스마트 POS 시
스템(H/W, S/W) 개발/양산/구축 및 결제 사업 컨설팅
 및 설계/운영",주식,"300,000,000",0,0,2017-04-13,IT·영상,0%,0,유진투자증권,6,"1,023,395,449","588,330,236","435,065,213","249,980,000","1,144,082,838","58,325,370","130,750,176"
아이랑놀기짱,성공,"0세부터 7세까지 육아 중인 부모를 위한 육아 종합 서비스 앱 서비스입니다. 주요 서비스는 방문 교육 서비스, 돌봄 서비스, 렌탈 서비스, 클리닝 서비스, 온라인 쇼핑몰을 운영하고 있습니다.",주식,"106,546,400","107,878,230","106,546,400",2017-04-12,교육,101%,16,크라우디,12,"184,300,231","122,750,794","61,549,437","1,252,600","455,941,574","-240,828,429","-173,373,885"
이엔이노베이션,종료,주식회사 이엔이노베이션은 가스레인지 기기에 장착되는 화재예방장치를 개발하여 현재 가스레인지 기기 제조 및 판매를 하고 있는 기업임,주식,"300,300,000",0,0,2017-04-11,제조,0%,0,코리아에셋투자증권,10,"2,020,823,974","1,720,334,514","300,489,460","1,500,000,000","2,287,191,424","-760,651,831","-773,911,091"
소리노리닷컴,성공,소리노리닷컴은 스마트이어 보청기로 보청기 역사의 신기원을 열고 있습니다. 소리노리의 새 블루투스 보청기는 사용자가 스마트폰 청력검사 앱으로 자기주도적으로 스스로 피팅하는 보청기입니다.,주식,"19,999,200","23,299,068","19,999,200",2017-04-08,제조,117%,10,오마이컴퍼니,3,"109,887,278","48,809,872","61,077,406","61,800,000","4,680,000","-198,645,384","-26,552,194"
미디어캐슬,성공,"2014년부터 애니메이션 제작을 시작, 본격적인 통합 IP사업 아이템 발굴 및 기획개발에 착수하였습니다. 다양한 일본 영화 및 콘텐츠를 수입하여 소개하고 있습니다.",채권,"150,000,000","172,300,000","150,000,000",2017-04-07,IT·영상,115%,180,와디즈파이낸스,11,,,,,,,
엔케이컨텐츠,성공,"당사는 해외의 유수한 영상 컨텐츠(영화, 드라마, 애니메이션 등)를 수입하여 국내 다양한 플랫폼(극장, TV, VOD, 인터넷등)에 공급하여 소비자에게 다양한 컨텐츠를 제공하고 있습니다.",채권,"30,000,000","64,700,000","30,000,000",2017-04-07,IT·영상,216%,100,와디즈파이낸스,9,"1,274,070,557","620,651,058","653,419,499","175,000,000","2,208,806,150","429,211,596","432,200,897"
로즈크라우드펀딩,성공,영화 ‘로즈’의 마케팅비 일부를 크라우드 펀딩을 통해 모집하여 투자하는 주식회사 입니다.,채권,"50,000,000","44,400,000","44,400,000",2017-04-07,IT·영상,89%,92,와디즈파이낸스,1,,,,,,,
컨슈머인텔리전스,성공,비즈니스가 리뷰어를 직접 모집할 수 있는 플랫폼을 운영하고 있습니다. ,주식,"21,000,000","21,000,000","21,000,000",2017-04-05,IT·영상,100%,53,와디즈파이낸스,2,,,,,,,
페이크아이즈,종료,다중접속이 가능한 가상현실 게임 제작사,주식,"49,999,200","7,317,600",0,2017-04-05,IT·영상,15%,8,와디즈파이낸스,3,,,,,,,
21그램그룹,성공,반려동물 장례 중개서비스,주식,"50,000,000","53,050,000","50,000,000",2017-04-05,IT·영상,106%,57,와디즈파이낸스,2,,,,,,,
팬텀글로벌,성공,포토디 사진인화자판기 판매영업대행,주식,"50,005,500","51,993,954","50,005,500",2017-04-05,도소매,104%,49,와디즈파이낸스,10,"996,051,406","235,699,841","762,351,565","510,000,000","743,770,043","-230,933,559","-173,183,417"
올로케이션,성공,올로케이션은 뛰어난 모빌리티 관제시스템 구축 기술을 바탕으로 편리한 모빌리티 공유서비스와 통합 주차플랫폼 서비스를 만들어갑니다,주식,"150,000,000","152,000,000","150,000,000",2017-04-04,IT·영상,101%,91,와디즈파이낸스,35,"3,251,303,157","1,432,379,284","1,818,923,873","211,000,000","3,838,543,197","1,313,632,027","1,324,168,726"
페트리어트데이크라우드펀딩,성공,영화 ‘패트리어트 데이’의 마케팅비 일부를 크라우드 펀딩을 통해 모집하여 투자하는 주식회사 입니다.,채권,"200,000,000","218,800,000","200,000,000",2017-03-31,IT·영상,109%,342,와디즈파이낸스,1,,,,,,,
기술자들크라우드펀딩,종료,극장용 장편 다큐멘터리 <기술자들>을 제작하는 영화전문제작사입니다.,채권,"150,000,000","5,100,000",0,2017-03-31,IT·영상,3%,13,와디즈파이낸스,1,,,,,,,
시네마1코리아크라우드펀딩,성공,2017년 2월 20일 부로 설립한 SPC로 문화컨텐츠에 투자함.,채권,"100,000,000","100,000,000","100,000,000",2017-03-30,IT·영상,100%,4,코리아에셋투자증권,1,,,,,,,
스페이스크라우드펀딩,종료,영화 ‘스페이스 비트윈 어스’의 마케팅비 일부를 크라우드 펀딩을 통해 모집하여 투자하는 주식회사 입니다.,채권,"100,000,000","23,100,000",0,2017-03-29,IT·영상,23%,41,와디즈파이낸스,1,,,,,,,
